date,retail_sales
2025-08-06 00:38:04.139008,6180
2025-08-07 00:38:04.139008,6296
2025-08-08 00:38:04.139008,6153
2025-08-09 00:38:04.139008,6099
2025-08-10 00:38:04.139008,6199
2025-08-11 00:38:04.139008,6066
2025-08-12 00:38:04.139008,6156
2025-08-13 00:38:04.139008,5718
2025-08-14 00:38:04.139008,5936
2025-08-15 00:38:04.139008,6114
2025-08-16 00:38:04.139008,6142
2025-08-17 00:38:04.139008,5990
2025-08-18 00:38:04.139008,5860
2025-08-19 00:38:04.139008,5956
2025-08-20 00:38:04.139008,6210
2025-08-21 00:38:04.139008,6265
2025-08-22 00:38:04.139008,6388
2025-08-23 00:38:04.139008,6289
2025-08-24 00:38:04.139008,6157
2025-08-25 00:38:04.139008,6001
2025-08-26 00:38:04.139008,5888
2025-08-27 00:38:04.139008,5716
2025-08-28 00:38:04.139008,5675
2025-08-29 00:38:04.139008,5746
2025-08-30 00:38:04.139008,6220
2025-08-31 00:38:04.139008,6600
2025-09-01 00:38:04.139008,5853
2025-09-02 00:38:04.139008,6355
2025-09-03 00:38:04.139008,6132
2025-09-04 00:38:04.139008,6384
2025-09-05 00:38:04.139008,6041
2025-09-06 00:38:04.139008,6057
2025-09-07 00:38:04.139008,6302
2025-09-08 00:38:04.139008,6163
2025-09-09 00:38:04.139008,6201
2025-09-10 00:38:04.139008,5992
2025-09-11 00:38:04.139008,6156
2025-09-12 00:38:04.139008,5774
2025-09-13 00:38:04.139008,6743
2025-09-14 00:38:04.139008,6604
2025-09-15 00:38:04.139008,6121
2025-09-16 00:38:04.139008,6117
2025-09-17 00:38:04.139008,5757
2025-09-18 00:38:04.139008,5737
2025-09-19 00:38:04.139008,5973
2025-09-20 00:38:04.139008,5985
2025-09-21 00:38:04.139008,6290
2025-09-22 00:38:04.139008,6240
2025-09-23 00:38:04.139008,5785
2025-09-24 00:38:04.139008,6332
2025-09-25 00:38:04.139008,6428
2025-09-26 00:38:04.139008,6210
2025-09-27 00:38:04.139008,6356
2025-09-28 00:38:04.139008,6284
2025-09-29 00:38:04.139008,5927
2025-09-30 00:38:04.139008,6076
2025-10-01 00:38:04.139008,6148
2025-10-02 00:38:04.139008,5974
2025-10-03 00:38:04.139008,5911
2025-10-04 00:38:04.139008,6687
2025-10-05 00:38:04.139008,6348
2025-10-06 00:38:04.139008,6119
2025-10-07 00:38:04.139008,6074
2025-10-08 00:38:04.139008,6087
2025-10-09 00:38:04.139008,6304
2025-10-10 00:38:04.139008,5930
2025-10-11 00:38:04.139008,6410
2025-10-12 00:38:04.139008,6388
2025-10-13 00:38:04.139008,6198
2025-10-14 00:38:04.139008,6057
2025-10-15 00:38:04.139008,6083
2025-10-16 00:38:04.139008,5846
2025-10-17 00:38:04.139008,6080
2025-10-18 00:38:04.139008,6789
2025-10-19 00:38:04.139008,6910
2025-10-20 00:38:04.139008,6067
2025-10-21 00:38:04.139008,6559
2025-10-22 00:38:04.139008,6015
2025-10-23 00:38:04.139008,6248
2025-10-24 00:38:04.139008,5997
2025-10-25 00:38:04.139008,6441
2025-10-26 00:38:04.139008,6308
2025-10-27 00:38:04.139008,6277
2025-10-28 00:38:04.139008,6153
2025-10-29 00:38:04.139008,6348
2025-10-30 00:38:04.139008,6341
2025-10-31 00:38:04.139008,6100
2025-11-01 00:38:04.139008,7152
2025-11-02 00:38:04.139008,7219
2025-11-03 00:38:04.139008,6891
2025-11-04 00:38:04.139008,6786
2025-11-05 00:38:04.139008,7123
2025-11-06 00:38:04.139008,7098
2025-11-07 00:38:04.139008,6723
2025-11-08 00:38:04.139008,7651
2025-11-09 00:38:04.139008,7324
2025-11-10 00:38:04.139008,7057
2025-11-11 00:38:04.139008,6658
2025-11-12 00:38:04.139008,7269
2025-11-13 00:38:04.139008,6735
2025-11-14 00:38:04.139008,6783
2025-11-15 00:38:04.139008,6849
2025-11-16 00:38:04.139008,7321
2025-11-17 00:38:04.139008,6917
2025-11-18 00:38:04.139008,7199
2025-11-19 00:38:04.139008,6639
2025-11-20 00:38:04.139008,6852
2025-11-21 00:38:04.139008,6874
2025-11-22 00:38:04.139008,7093
2025-11-23 00:38:04.139008,7311
2025-11-24 00:38:04.139008,6882
2025-11-25 00:38:04.139008,7148
2025-11-26 00:38:04.139008,6817
2025-11-27 00:38:04.139008,7225
2025-11-28 00:38:04.139008,6827
2025-11-29 00:38:04.139008,7073
2025-11-30 00:38:04.139008,7215
2025-12-01 00:38:04.139008,7245
2025-12-02 00:38:04.139008,7802
2025-12-03 00:38:04.139008,7692
2025-12-04 00:38:04.139008,7925
2025-12-05 00:38:04.139008,7426
2025-12-06 00:38:04.139008,7928
2025-12-07 00:38:04.139008,8045
2025-12-08 00:38:04.139008,7746
2025-12-09 00:38:04.139008,7519
2025-12-10 00:38:04.139008,7543
2025-12-11 00:38:04.139008,7535
2025-12-12 00:38:04.139008,7917
2025-12-13 00:38:04.139008,8121
2025-12-14 00:38:04.139008,7966
2025-12-15 00:38:04.139008,7575
2025-12-16 00:38:04.139008,8143
2025-12-17 00:38:04.139008,7871
2025-12-18 00:38:04.139008,7578
2025-12-19 00:38:04.139008,7837
2025-12-20 00:38:04.139008,8158
2025-12-21 00:38:04.139008,8186
2025-12-22 00:38:04.139008,7593
2025-12-23 00:38:04.139008,7636
2025-12-24 00:38:04.139008,7523
2025-12-25 00:38:04.139008,7747
2025-12-26 00:38:04.139008,7807
2025-12-27 00:38:04.139008,8104
2025-12-28 00:38:04.139008,8148
2025-12-29 00:38:04.139008,7265
2025-12-30 00:38:04.139008,7954
2025-12-31 00:38:04.139008,7476
2026-01-01 00:38:04.139008,5681
2026-01-02 00:38:04.139008,6118
2026-01-03 00:38:04.139008,6354
2026-01-04 00:38:04.139008,6346
2026-01-05 00:38:04.139008,5881
2026-01-06 00:38:04.139008,6042
2026-01-07 00:38:04.139008,6147
2026-01-08 00:38:04.139008,5875
2026-01-09 00:38:04.139008,6067
2026-01-10 00:38:04.139008,6238
2026-01-11 00:38:04.139008,6136
2026-01-12 00:38:04.139008,6195
2026-01-13 00:38:04.139008,6158
2026-01-14 00:38:04.139008,6113
2026-01-15 00:38:04.139008,5942
2026-01-16 00:38:04.139008,6035
2026-01-17 00:38:04.139008,5962
2026-01-18 00:38:04.139008,6160
2026-01-19 00:38:04.139008,6270
2026-01-20 00:38:04.139008,6116
2026-01-21 00:38:04.139008,5693
2026-01-22 00:38:04.139008,6064
2026-01-23 00:38:04.139008,6263
2026-01-24 00:38:04.139008,6601
2026-01-25 00:38:04.139008,6483
2026-01-26 00:38:04.139008,6071
2026-01-27 00:38:04.139008,5817
2026-01-28 00:38:04.139008,6028
2026-01-29 00:38:04.139008,5989
2026-01-30 00:38:04.139008,5955
2026-01-31 00:38:04.139008,6124
2026-02-01 00:38:04.139008,6501
2026-02-02 00:38:04.139008,6431
2026-02-03 00:38:04.139008,6261
2026-02-04 00:38:04.139008,6400
2026-02-05 00:38:04.139008,6448
2026-02-06 00:38:04.139008,6310
2026-02-07 00:38:04.139008,6786
2026-02-08 00:38:04.139008,6845
2026-02-09 00:38:04.139008,6212
2026-02-10 00:38:04.139008,6479
2026-02-11 00:38:04.139008,6203
2026-02-12 00:38:04.139008,6401
2026-02-13 00:38:04.139008,5990
2026-02-14 00:38:04.139008,6602
2026-02-15 00:38:04.139008,6722
2026-02-16 00:38:04.139008,6246
2026-02-17 00:38:04.139008,6336
2026-02-18 00:38:04.139008,6305
2026-02-19 00:38:04.139008,6164
2026-02-20 00:38:04.139008,6224
2026-02-21 00:38:04.139008,6553
2026-02-22 00:38:04.139008,6441
2026-02-23 00:38:04.139008,6031
2026-02-24 00:38:04.139008,5870
2026-02-25 00:38:04.139008,6085
2026-02-26 00:38:04.139008,5835
2026-02-27 00:38:04.139008,6218
2026-02-28 00:38:04.139008,6353
2026-03-01 00:38:04.139008,6737
2026-03-02 00:38:04.139008,6342
2026-03-03 00:38:04.139008,6294
2026-03-04 00:38:04.139008,6537
2026-03-05 00:38:04.139008,6421
2026-03-06 00:38:04.139008,6088
2026-03-07 00:38:04.139008,7092
2026-03-08 00:38:04.139008,6481
2026-03-09 00:38:04.139008,6328
2026-03-10 00:38:04.139008,6132
2026-03-11 00:38:04.139008,6032
2026-03-12 00:38:04.139008,6392
2026-03-13 00:38:04.139008,6014
2026-03-14 00:38:04.139008,6677
2026-03-15 00:38:04.139008,6780
2026-03-16 00:38:04.139008,6255
2026-03-17 00:38:04.139008,6561
2026-03-18 00:38:04.139008,6419
2026-03-19 00:38:04.139008,6340
2026-03-20 00:38:04.139008,6338
2026-03-21 00:38:04.139008,6655
2026-03-22 00:38:04.139008,6635
2026-03-23 00:38:04.139008,6630
2026-03-24 00:38:04.139008,6614
2026-03-25 00:38:04.139008,6394
2026-03-26 00:38:04.139008,6036
2026-03-27 00:38:04.139008,6433
2026-03-28 00:38:04.139008,6576
2026-03-29 00:38:04.139008,6475
2026-03-30 00:38:04.139008,6343
2026-03-31 00:38:04.139008,6541
2026-04-01 00:38:04.139008,6174
2026-04-02 00:38:04.139008,6301
2026-04-03 00:38:04.139008,6547
2026-04-04 00:38:04.139008,6635
2026-04-05 00:38:04.139008,6498
2026-04-06 00:38:04.139008,5844
2026-04-07 00:38:04.139008,5937
2026-04-08 00:38:04.139008,6386
2026-04-09 00:38:04.139008,6610
2026-04-10 00:38:04.139008,6333
2026-04-11 00:38:04.139008,6651
2026-04-12 00:38:04.139008,6536
2026-04-13 00:38:04.139008,6610
2026-04-14 00:38:04.139008,6580
2026-04-15 00:38:04.139008,6792
2026-04-16 00:38:04.139008,6608
2026-04-17 00:38:04.139008,6253
2026-04-18 00:38:04.139008,6842
2026-04-19 00:38:04.139008,6644
2026-04-20 00:38:04.139008,6265
2026-04-21 00:38:04.139008,6167
2026-04-22 00:38:04.139008,6371
2026-04-23 00:38:04.139008,6422
2026-04-24 00:38:04.139008,6165
2026-04-25 00:38:04.139008,6505
2026-04-26 00:38:04.139008,6793
2026-04-27 00:38:04.139008,6179
2026-04-28 00:38:04.139008,6181
2026-04-29 00:38:04.139008,6559
2026-04-30 00:38:04.139008,6560
2026-05-01 00:38:04.139008,6224
2026-05-02 00:38:04.139008,6364
2026-05-03 00:38:04.139008,6663
2026-05-04 00:38:04.139008,6313
2026-05-05 00:38:04.139008,6070
2026-05-06 00:38:04.139008,6314
2026-05-07 00:38:04.139008,6113
2026-05-08 00:38:04.139008,6648
2026-05-09 00:38:04.139008,6793
2026-05-10 00:38:04.139008,6454
2026-05-11 00:38:04.139008,6079
2026-05-12 00:38:04.139008,6349
2026-05-13 00:38:04.139008,6431
2026-05-14 00:38:04.139008,6405
2026-05-15 00:38:04.139008,6331
2026-05-16 00:38:04.139008,6736
2026-05-17 00:38:04.139008,6552
2026-05-18 00:38:04.139008,6569
2026-05-19 00:38:04.139008,6369
2026-05-20 00:38:04.139008,6474
2026-05-21 00:38:04.139008,6549
2026-05-22 00:38:04.139008,6427
2026-05-23 00:38:04.139008,6636
2026-05-24 00:38:04.139008,6749
2026-05-25 00:38:04.139008,6389
2026-05-26 00:38:04.139008,6377
2026-05-27 00:38:04.139008,6232
2026-05-28 00:38:04.139008,6619
2026-05-29 00:38:04.139008,6430
2026-05-30 00:38:04.139008,6631
2026-05-31 00:38:04.139008,6894
2026-06-01 00:38:04.139008,6301
2026-06-02 00:38:04.139008,6809
2026-06-03 00:38:04.139008,6468
2026-06-04 00:38:04.139008,6371
2026-06-05 00:38:04.139008,6445
2026-06-06 00:38:04.139008,6845
2026-06-07 00:38:04.139008,6814
2026-06-08 00:38:04.139008,6168
2026-06-09 00:38:04.139008,6243
2026-06-10 00:38:04.139008,6557
2026-06-11 00:38:04.139008,6300
2026-06-12 00:38:04.139008,6437
2026-06-13 00:38:04.139008,6854
2026-06-14 00:38:04.139008,6753
2026-06-15 00:38:04.139008,6278
2026-06-16 00:38:04.139008,6592
2026-06-17 00:38:04.139008,6344
2026-06-18 00:38:04.139008,6677
2026-06-19 00:38:04.139008,6511
2026-06-20 00:38:04.139008,6900
2026-06-21 00:38:04.139008,6824
2026-06-22 00:38:04.139008,6829
2026-06-23 00:38:04.139008,6182
2026-06-24 00:38:04.139008,6731
2026-06-25 00:38:04.139008,6280
2026-06-26 00:38:04.139008,6308
2026-06-27 00:38:04.139008,6710
2026-06-28 00:38:04.139008,7011
2026-06-29 00:38:04.139008,6551
2026-06-30 00:38:04.139008,6278
2026-07-01 00:38:04.139008,6395
2026-07-02 00:38:04.139008,6484
2026-07-03 00:38:04.139008,6510
2026-07-04 00:38:04.139008,6676
2026-07-05 00:38:04.139008,6702
2026-07-06 00:38:04.139008,6236
2026-07-07 00:38:04.139008,6194
2026-07-08 00:38:04.139008,6504
2026-07-09 00:38:04.139008,5948
2026-07-10 00:38:04.139008,6304
2026-07-11 00:38:04.139008,6870
2026-07-12 00:38:04.139008,6773
2026-07-13 00:38:04.139008,6279
2026-07-14 00:38:04.139008,6406
2026-07-15 00:38:04.139008,6146
2026-07-16 00:38:04.139008,6162
2026-07-17 00:38:04.139008,6243
2026-07-18 00:38:04.139008,7066
2026-07-19 00:38:04.139008,6731
2026-07-20 00:38:04.139008,6669
2026-07-21 00:38:04.139008,6372
2026-07-22 00:38:04.139008,6612
2026-07-23 00:38:04.139008,6773
2026-07-24 00:38:04.139008,6398
2026-07-25 00:38:04.139008,6400
2026-07-26 00:38:04.139008,6819
2026-07-27 00:38:04.139008,6547
2026-07-28 00:38:04.139008,6510
2026-07-29 00:38:04.139008,6602
2026-07-30 00:38:04.139008,6377
2026-07-31 00:38:04.139008,6483
